comment,likes,published_at,cleaned_comment,sentiment,confidence,date
Yeshhh here from dhurandhar,4,2026-02-03 21:13:57+00:00,yeshhh here from dhurandhar,pos,0.517334952781358,2026-02-03
doja cat will return in dhrundhar revenge 😁😁😁😁😁,26,2026-02-03 21:07:48+00:00,doja cat will return in dhrundhar revenge,neg,0.522527053656149,2026-02-03
Take DHURANDHAR Global🔥🔥🔥🔥🔥,4,2026-02-03 21:00:53+00:00,take dhurandhar global,pos,0.517334952781358,2026-02-03
Looking forward to hearing this in Dhurandhar 2! Excited and curious as to how Aditya Dhar uses it in the movie and how Shashwat Sachdev plays with it and mixes it with some cool Hindi lyrics!!,1,2026-02-03 20:50:50+00:00,looking forward to hearing this in dhurandhar excited and curious as to how aditya dhar uses it in the movie and how shashwat sachdev plays with it and mixes it with some cool hindi lyrics,neg,0.5366813941915336,2026-02-03
Doja cat is new flipperachi,493,2026-02-03 20:16:34+00:00,doja cat is new flipperachi,pos,0.5146722966265685,2026-02-03
"Dhurandher wale kripya yanha padhare , seat book hai enjoy 😂😂❤❤",5,2026-02-03 20:13:23+00:00,dhurandher wale kripya yanha padhare seat book hai enjoy,pos,0.6661551435933944,2026-02-03
Attandance after dhurandhar the revenge teaser ❤❤❤,7,2026-02-03 20:10:19+00:00,attandance after dhurandhar the revenge teaser,neg,0.5086517193982674,2026-02-03
DHU RAN DHAR,5,2026-02-03 20:04:35+00:00,dhu ran dhar,neg,0.5212000842283194,2026-02-03
"Doja Cat is gonna be confused after seeing “Dhurandhar” comments, (unless Dhar took a prior permission from Doja😂😂)",4,2026-02-03 19:55:59+00:00,doja cat is gonna be confused after seeing dhurandhar comments unless dhar took a prior permission from doja,neg,0.5156100764819058,2026-02-03
Smart move by doja cat to reach Indian audience,10,2026-02-03 19:45:17+00:00,smart move by doja cat to reach indian audience,pos,0.5016455235446526,2026-02-03
Doja Cat would surely be wondering why her this song is getting so much attention 😂,14,2026-02-03 19:21:58+00:00,doja cat would surely be wondering why her this song is getting so much attention,pos,0.5504684113999357,2026-02-03
Kudos to Aditya Dhar sir🫡<br>How much research he had done to make the film like Dhurandar 👏<br>Man he deserves an Oscar :),3,2026-02-03 19:21:31+00:00,kudos to aditya dhar sirhow much research he had done to make the film like dhurandar man he deserves an oscar,pos,0.6303922034734423,2026-02-03
Watching on 3 Feb 😅<br>2 Million views reply current views and date 😅❤ will se Dhurandhar The Revenge ❤🔥🔥 Hype 😊,1,2026-02-03 19:21:03+00:00,watching on feb million views reply current views and date will se dhurandhar the revenge hype,pos,0.5684736624319096,2026-02-03
Doja Cat&#39;s music will be trending in upcoming month because of Dhurandhar 🔥☠️😎😎🚨 The Revenge ❤,2,2026-02-03 19:18:17+00:00,doja cats music will be trending in upcoming month because of dhurandhar the revenge,pos,0.5341879563104568,2026-02-03
Doja Cat&#39;s music will be trending in upcoming month because of Dhurandhar 🔥☠️😎😎🚨 The Revenge ❤❤,1,2026-02-03 19:17:51+00:00,doja cats music will be trending in upcoming month because of dhurandhar the revenge,pos,0.5341879563104568,2026-02-03
Dhurandhar 2 teaser 🔥🔥🔥🔥,1,2026-02-03 19:17:46+00:00,dhurandhar teaser,pos,0.517334952781358,2026-02-03
2 Feb - 2 lakh views<br>3 Feb - 10 lakh views and growing,0,2026-02-03 19:10:23+00:00,feb lakh views feb lakh views and growing,pos,0.5874295509173801,2026-02-03
Only for Dhurandhar 2 ❤,1,2026-02-03 19:10:08+00:00,only for dhurandhar,pos,0.517334952781358,2026-02-03
Who is here after Dhurandhar the revenge teaser??? Hit like.,1,2026-02-03 18:51:29+00:00,who is here after dhurandhar the revenge teaser hit like,neg,0.5448428944982765,2026-02-03
Ab ye faate ga goss goss toss toss ki tarha 😅❤,2,2026-02-03 18:50:46+00:00,ab ye faate ga goss goss toss toss ki tarha,pos,0.517334952781358,2026-02-03
ab badhenge Views....📈,2,2026-02-03 18:48:57+00:00,ab badhenge views,pos,0.6128199229651863,2026-02-03
who&#39;s here after Dhurandhar 2 teaser ❤,0,2026-02-03 18:43:19+00:00,whos here after dhurandhar teaser,pos,0.517334952781358,2026-02-03
"All the comment being about dhurandhar but doja literally sampled it from the kight rider theme, which appears in ted 😭",1,2026-02-03 18:36:43+00:00,all the comment being about dhurandhar but doja literally sampled it from the kight rider theme which appears in ted,pos,0.5252081319595263,2026-02-03
Soon going to be in trending🔥🔥 🇮🇳,0,2026-02-03 18:32:12+00:00,soon going to be in trending,neg,0.5752372373366164,2026-02-03
Dhurandhar 2 teaser bgm🔥🔥🔥🔥,0,2026-02-03 18:31:43+00:00,dhurandhar teaser bgm,pos,0.517334952781358,2026-02-03
Knight riderrrrrrr,0,2026-02-03 18:31:15+00:00,knight riderrrrrrr,pos,0.5258385244494783,2026-02-03
Dhurandhar 2 😂,0,2026-02-03 18:28:30+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
For Dhurandhar 🖖🔥,2,2026-02-03 18:27:24+00:00,for dhurandhar,pos,0.517334952781358,2026-02-03
"If I&#39;m not wrong, the sample is from knight riders, the series about the detective and his detective kar, KITT. Ig I&#39;m the only one nerdy enough to understand this.",0,2026-02-03 18:25:42+00:00,if im not wrong the sample is from knight riders the series about the detective and his detective kar kitt ig im the only one nerdy enough to understand this,neg,0.5136833074035965,2026-02-03
where my dhurandhar fans at ?,1,2026-02-03 18:20:07+00:00,where my dhurandhar fans at,pos,0.5303956937168229,2026-02-03
Flipprachi ke baad ab dojacat popular hogi 🎉❤😂😂,1,2026-02-03 18:19:05+00:00,flipprachi ke baad ab dojacat popular hogi,pos,0.5302438848604276,2026-02-03
We all are here after Dhurandhar 2 teaser😅,1,2026-02-03 18:08:27+00:00,we all are here after dhurandhar teaser,pos,0.517334952781358,2026-02-03
"<a href=""https://www.youtube.com/watch?v=w6VZ4qm-e0w&amp;t=124"">2:04</a> 🚬🚬",0,2026-02-03 18:06:46+00:00,a href,pos,0.517334952781358,2026-02-03
another banger haaaa!💀🗿🐐,1,2026-02-03 17:54:10+00:00,another banger haaaa,pos,0.517334952781358,2026-02-03
DHURANDHAR......!!!❤😊,1,2026-02-03 17:49:56+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
Dhurandhar 🫶🙂,1,2026-02-03 17:49:26+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
Dhurandhar Dekh ke Aane Wale 🔥,0,2026-02-03 17:48:18+00:00,dhurandhar dekh ke aane wale,pos,0.517334952781358,2026-02-03
This song will get viral with dhurandhar used this song,0,2026-02-03 17:47:03+00:00,this song will get viral with dhurandhar used this song,pos,0.5972278833611084,2026-02-03
Dhurandhar ❤❤❤,0,2026-02-03 17:42:27+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
Dhurandhar,1,2026-02-03 17:40:15+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
"Original music stolen from Knight rider : <a href=""https://www.youtube.com/watch?v=5BsFnk83NMI"">https://youtu.be/5BsFnk83NMI?si=e2dPKXwGxmCFO9qe</a>",0,2026-02-03 17:36:29+00:00,original music stolen from knight rider a href,pos,0.5775815377945636,2026-02-03
After dhurandar revenge teaser 😂,15,2026-02-03 17:35:23+00:00,after dhurandar revenge teaser,neg,0.5086517193982674,2026-02-03
Dhurandhar,0,2026-02-03 17:34:28+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
Dhu.......ran......dhaar 🔥,1,2026-02-03 17:33:15+00:00,dhurandhaar,pos,0.517334952781358,2026-02-03
Dhurandhar,0,2026-02-03 17:28:08+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
Dhurandhar,0,2026-02-03 17:27:59+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
Me,1,2026-02-03 17:25:39+00:00,me,pos,0.517334952781358,2026-02-03
After Dhurandhar The Revenge teaser🔥,0,2026-02-03 17:12:42+00:00,after dhurandhar the revenge teaser,neg,0.5086517193982674,2026-02-03
Dhurandhar 🔥,0,2026-02-03 17:03:10+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
Knight rider !!,0,2026-02-03 17:00:52+00:00,knight rider,pos,0.5258385244494783,2026-02-03
I&#39;m here after dhurandhar 2 teaser,2,2026-02-03 16:55:42+00:00,im here after dhurandhar teaser,pos,0.517334952781358,2026-02-03
So good choice of song selection by Dhurandar team 😮,1,2026-02-03 16:41:55+00:00,so good choice of song selection by dhurandar team,pos,0.566313703264946,2026-02-03
Dhurandhar,0,2026-02-03 16:38:43+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
"Yeh Naya Hindustan Hai, Yeh Ghar Mein Ghusega Bhi aur Maarega Bhi!!!",1,2026-02-03 16:32:49+00:00,yeh naya hindustan hai yeh ghar mein ghusega bhi aur maarega bhi,pos,0.517334952781358,2026-02-03
Came from Dhurandar BUT Realized Sample is from 90s TV SHOW - &quot;KNIGHT RIDER&quot;,0,2026-02-03 16:28:42+00:00,came from dhurandar but realized sample is from s tv show quotknight riderquot,neg,0.6205754804977619,2026-02-03
Dhurandhar ❤❤❤,0,2026-02-03 16:16:31+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
After hearing yogi Bro,1,2026-02-03 16:14:08+00:00,after hearing yogi bro,pos,0.506620971248723,2026-02-03
Dhurandhar ❤️‍🔥,0,2026-02-03 16:14:01+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
Dhurandhar the revenge teaser 😈🔥🔥,0,2026-02-03 16:12:57+00:00,dhurandhar the revenge teaser,neg,0.5086517193982674,2026-02-03
Dhurandhar The revolution 🔥,0,2026-02-03 16:10:30+00:00,dhurandhar the revolution,pos,0.6223636691627725,2026-02-03
Dhurandar Audience Like Please 🎉,1,2026-02-03 16:09:48+00:00,dhurandar audience like please,neg,0.6776465687267892,2026-02-03
Dhurandar Wale Like Kar Do 😂❤,4,2026-02-03 16:04:43+00:00,dhurandar wale like kar do,neg,0.6048318994889614,2026-02-03
"Flipperachi made it to the top of the charts.... All thanks to the crazy Indian fans.<br>Now, it&#39;s your turn, @Doja Cat 🎉",2,2026-02-03 16:01:07+00:00,flipperachi made it to the top of the charts all thanks to the crazy indian fansnow its your turn doja cat,pos,0.5383356480824522,2026-02-03
Dhu  Ran  Dhar,2,2026-02-03 15:57:53+00:00,dhu ran dhar,neg,0.5212000842283194,2026-02-03
Blockbuster Dhurandhar 💀🔥✅,1,2026-02-03 15:55:35+00:00,blockbuster dhurandhar,pos,0.5411599102943384,2026-02-03
Dhurandhar🔥🔥,1,2026-02-03 15:53:30+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
Doja cat must watch how your work is used in this masterpiece 💀&#39; dhurandar 2 &#39;,3,2026-02-03 15:49:36+00:00,doja cat must watch how your work is used in this masterpiece dhurandar,pos,0.5135106599772057,2026-02-03
Dhurandar 2 movie teaser after here😂,2,2026-02-03 15:48:58+00:00,dhurandar movie teaser after here,neg,0.8030172381414397,2026-02-03
Teaser ❌<br>Post credit scene ✅,108,2026-02-03 15:45:36+00:00,teaser post credit scene,neg,0.501655239393389,2026-02-03
"Doja be like : iski maka , mai raato raat inki maseeha kaise bann gayi .",3,2026-02-03 15:43:08+00:00,doja be like iski maka mai raato raat inki maseeha kaise bann gayi,neg,0.6048318994889614,2026-02-03
after dhurandhar😂,11,2026-02-03 15:39:51+00:00,after dhurandhar,pos,0.517334952781358,2026-02-03
DHU RAN DHAR 2,2,2026-02-03 15:36:52+00:00,dhu ran dhar,neg,0.5212000842283194,2026-02-03
Dhurandhar the revenge....❤❤❤❤,2,2026-02-03 15:30:05+00:00,dhurandhar the revenge,neg,0.5086517193982674,2026-02-03
This song also viral like fa9la,2,2026-02-03 15:28:33+00:00,this song also viral like fala,pos,0.5947736696421559,2026-02-03
"Doja cat and rebel, twin voices.",2,2026-02-03 15:26:28+00:00,doja cat and rebel twin voices,neg,0.5196525104000176,2026-02-03
After Yogi news 😅,0,2026-02-03 15:14:11+00:00,after yogi news,neg,0.5018182614381332,2026-02-03
Dhurandhar 🚩,0,2026-02-03 15:10:40+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
Doja Cat is going to be a household name in India soon. Get readyyyyy. 🔥,0,2026-02-03 14:59:25+00:00,doja cat is going to be a household name in india soon get readyyyyy,neg,0.5491387784364024,2026-02-03
Only Bawal Dhurandar fans like here 😅,0,2026-02-03 14:58:57+00:00,only bawal dhurandar fans like here,neg,0.5133399801614704,2026-02-03
Dhurandhar the Revenge ☠️💥 Elevator,0,2026-02-03 14:54:50+00:00,dhurandhar the revenge elevator,neg,0.5086517193982674,2026-02-03
Came here only for Dhurandhar: The Revenge ❤😮,0,2026-02-03 14:50:56+00:00,came here only for dhurandhar the revenge,neg,0.5304711165418736,2026-02-03
Dhurandar se aakar me comment garne wala tha lekin yaha tu pehelei sab kucha ho chuka hai😂😂😂,1,2026-02-03 14:50:34+00:00,dhurandar se aakar me comment garne wala tha lekin yaha tu pehelei sab kucha ho chuka hai,neg,0.5806364377113373,2026-02-03
Ye naya hindustan hai,0,2026-02-03 14:48:48+00:00,ye naya hindustan hai,pos,0.517334952781358,2026-02-03
Isq jalakar was peak,0,2026-02-03 14:48:45+00:00,isq jalakar was peak,pos,0.5988588940687513,2026-02-03
Dhurandhar 2 gang assemble 💀,5,2026-02-03 14:46:49+00:00,dhurandhar gang assemble,pos,0.5151210145358994,2026-02-03
Kon kon dhurandar dekhne ke baad aya hai bhi 😂😂😂,1,2026-02-03 14:44:57+00:00,kon kon dhurandar dekhne ke baad aya hai bhi,pos,0.517334952781358,2026-02-03
"&quot;Yeh Naya HINDUSTAN Hai, Yeh Ghar Mein GHUSEGA Bhi Aur MAAREGA Bhi&quot; – Wrath of God<br>Dhu...ran...dhar...two🔥🎥💥",1,2026-02-03 14:44:29+00:00,quotyeh naya hindustan hai yeh ghar mein ghusega bhi aur maarega bhiquot wrath of goddhurandhartwo,pos,0.517334952781358,2026-02-03
100 million soon after dhurandhar teaser 😅,1,2026-02-03 14:36:26+00:00,million soon after dhurandhar teaser,pos,0.5083128011170742,2026-02-03
Yogi bhai se mulakat karke kon kon yeha par aaye ho??..😂😂,1,2026-02-03 14:32:21+00:00,yogi bhai se mulakat karke kon kon yeha par aaye ho,neg,0.5800749748157601,2026-02-03
Whos watching this masterpiece in 2026,0,2026-02-03 14:27:50+00:00,whos watching this masterpiece in,pos,0.5573003958734484,2026-02-03
"February, 2026 anyone?",0,2026-02-03 14:27:29+00:00,february anyone,pos,0.517334952781358,2026-02-03
"Dhurandhar fans, hit like!<br>धुरंधर के फैन्स, यहां लाइक करें।",0,2026-02-03 14:26:58+00:00,dhurandhar fans hit like,neg,0.5198833010241215,2026-02-03
Dhurandhar,0,2026-02-03 14:26:23+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
It&#39;s me bri,0,2026-02-03 14:24:11+00:00,its me bri,pos,0.517334952781358,2026-02-03
"Don&#39;t worry Doja, this is Indian audience❤😂",1,2026-02-03 14:20:51+00:00,dont worry doja this is indian audience,neg,0.5410452493877356,2026-02-03
Who is here after Dhurandhar 2 teaser?🗿🔥,1,2026-02-03 14:19:01+00:00,who is here after dhurandhar teaser,pos,0.517334952781358,2026-02-03
Dhurandhar audience attendance 👍,1,2026-02-03 14:14:34+00:00,dhurandhar audience attendance,neg,0.6412619492389908,2026-02-03
Who is here After Dhurandhar The Revenge Teaser?,2,2026-02-03 14:10:53+00:00,who is here after dhurandhar the revenge teaser,neg,0.5086517193982674,2026-02-03
DHU RAN DHAR 📌 💥,0,2026-02-03 14:04:36+00:00,dhu ran dhar,neg,0.5212000842283194,2026-02-03
BGM of Dhurandhar Part 2,0,2026-02-03 14:02:07+00:00,bgm of dhurandhar part,pos,0.517334952781358,2026-02-03
"This song will get more view , due to dhurandhar ...😂",0,2026-02-03 14:01:47+00:00,this song will get more view due to dhurandhar,pos,0.6553506554682736,2026-02-03
Dhurandhar 🔥🔥,0,2026-02-03 14:00:55+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
Dhurundar teaser theme 😅,0,2026-02-03 13:59:48+00:00,dhurundar teaser theme,pos,0.5567718730104656,2026-02-03
Dhurandhar 2 trailer 🔥🔥🔥🔥🔥,0,2026-02-03 13:59:45+00:00,dhurandhar trailer,neg,0.5526081864397049,2026-02-03
Dhurandhar the revenge 😅,1,2026-02-03 13:57:30+00:00,dhurandhar the revenge,neg,0.5086517193982674,2026-02-03
doja in dhurandhar. les gooo babyyyy 🗣🗣🗣🤟🤟🤟🤟,0,2026-02-03 13:56:12+00:00,doja in dhurandhar les gooo babyyyy,pos,0.6408631742047737,2026-02-03
New viral song is loaded❤😂😅,0,2026-02-03 13:54:35+00:00,new viral song is loaded,pos,0.60663659236211,2026-02-03
Note That!! This Song will also earn &#39;guinness world records&#39; just like FA9LA By flapperachi!! All thanks to Hindi Cinema!!,1,2026-02-03 13:51:16+00:00,note that this song will also earn guinness world records just like fala by flapperachi all thanks to hindi cinema,pos,0.5920318189276187,2026-02-03
Great music taste of Dhar..... Love you boss,0,2026-02-03 13:50:45+00:00,great music taste of dhar love you boss,pos,0.6936877481387602,2026-02-03
Dhurandhar 2,0,2026-02-03 13:46:36+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
DHURANDHAR!!!,0,2026-02-03 13:34:07+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
Views after dhurandhar 2 ... 😂😂😂😂<br><br><br>❤,0,2026-02-03 13:25:03+00:00,views after dhurandhar,pos,0.6128199229651863,2026-02-03
Adity dhar best colabb ht keee,1,2026-02-03 13:24:29+00:00,adity dhar best colabb ht keee,pos,0.7573875458629284,2026-02-03
Dhurandhar 2,0,2026-02-03 13:24:00+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
Dhurandhar Teaser Dek kr kon aaya tha 😂🤣,1,2026-02-03 13:20:22+00:00,dhurandhar teaser dek kr kon aaya tha,pos,0.517334952781358,2026-02-03
D2 copy cat 😂,1,2026-02-03 13:18:29+00:00,d copy cat,neg,0.5141419983484317,2026-02-03
Dhurandgar😊,0,2026-02-03 13:14:18+00:00,dhurandgar,pos,0.517334952781358,2026-02-03
V,0,2026-02-03 13:14:07+00:00,v,pos,0.517334952781358,2026-02-03
Her voice and dhurandhar&#39;s singer reble is so similar,1,2026-02-03 13:13:17+00:00,her voice and dhurandhars singer reble is so similar,pos,0.6202708465104315,2026-02-03
Dhurandhar attendance ---&gt;,2,2026-02-03 13:11:26+00:00,dhurandhar attendance gt,pos,0.517334952781358,2026-02-03
Dhurandhar giving artists limelight,1,2026-02-03 13:10:43+00:00,dhurandhar giving artists limelight,pos,0.5108570255628283,2026-02-03
mujeet invasion,0,2026-02-03 13:09:41+00:00,mujeet invasion,pos,0.5300990582170715,2026-02-03
Dhurander gang attendance please!,3,2026-02-03 13:05:46+00:00,dhurander gang attendance please,pos,0.5151210145358994,2026-02-03
Dhurandhar 2 💥💥,9,2026-02-03 13:02:43+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
Ab kuch bkl aayenge aur bolenge who come after dhurandar 2😂,18,2026-02-03 12:59:15+00:00,ab kuch bkl aayenge aur bolenge who come after dhurandar,pos,0.521065805341731,2026-02-03
Dhurandhar 2 😂,7,2026-02-03 12:58:59+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
Dhuradhar ❤,2,2026-02-03 12:58:47+00:00,dhuradhar,pos,0.517334952781358,2026-02-03
Dhurandhar fan assemble <br>👇,3,2026-02-03 12:58:37+00:00,dhurandhar fan assemble,pos,0.5312746928590757,2026-02-03
Kon kon Yogi review dekh ke aaya hai,0,2026-02-03 12:58:15+00:00,kon kon yogi review dekh ke aaya hai,neg,0.528870893340611,2026-02-03
Yogi bhai ka review dekh kar kon kon idhar aye ho😂,43,2026-02-03 12:56:44+00:00,yogi bhai ka review dekh kar kon kon idhar aye ho,neg,0.6074642639026694,2026-02-03
After sandeep reddy vanga dhurandhar team has good sense of using the song,103,2026-02-03 12:56:39+00:00,after sandeep reddy vanga dhurandhar team has good sense of using the song,pos,0.6012238549208495,2026-02-03
Dhurandhar 2,9,2026-02-03 12:52:50+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
Intro song is of knight rider season 4,4,2026-02-03 12:52:22+00:00,intro song is of knight rider season,pos,0.6030250034095032,2026-02-03
Who came here after Dhurandhar 2 teaser,3,2026-02-03 12:51:50+00:00,who came here after dhurandhar teaser,neg,0.5261643259812984,2026-02-03
damnnnn are all of us here after dhurandar teaser ??? lmao,94,2026-02-03 12:50:29+00:00,damnnnn are all of us here after dhurandar teaser lmao,pos,0.517334952781358,2026-02-03
Who is Here After Dhurandhar 2 teaser!!! Btw makers are so creating while matching songs😭✋,20,2026-02-03 12:49:39+00:00,who is here after dhurandhar teaser btw makers are so creating while matching songs,pos,0.5461766337194297,2026-02-03
Durandar teaser after come😂,128,2026-02-03 12:47:58+00:00,durandar teaser after come,pos,0.521065805341731,2026-02-03
Kon kon dhurandar 2 ka teaser dekhke yha aaya hai 😅😅,1,2026-02-03 12:46:57+00:00,kon kon dhurandar ka teaser dekhke yha aaya hai,pos,0.517334952781358,2026-02-03
Dhurandhar ka teaser dekhke kon kon aya hai ?,2,2026-02-03 12:46:30+00:00,dhurandhar ka teaser dekhke kon kon aya hai,pos,0.517334952781358,2026-02-03
Me coming after seeing dhurandhar the Revenge teaser 💥💥💥💥,0,2026-02-03 12:44:41+00:00,me coming after seeing dhurandhar the revenge teaser,pos,0.5393886770662076,2026-02-03
Dhurandhar The Revenge🔥,25,2026-02-03 12:43:04+00:00,dhurandhar the revenge,neg,0.5086517193982674,2026-02-03
Kon kon yogi ka video dekh ke aaya hai,0,2026-02-03 12:43:01+00:00,kon kon yogi ka video dekh ke aaya hai,neg,0.5699939400291568,2026-02-03
Kon Kon yogi ka review Shekhar ayaa,0,2026-02-03 12:41:26+00:00,kon kon yogi ka review shekhar ayaa,neg,0.528870893340611,2026-02-03
"<a href=""https://www.youtube.com/watch?v=w6VZ4qm-e0w&amp;t=5"">0:05</a><br>Listen this song in 1.1x speed and enjoy",6,2026-02-03 12:35:09+00:00,a href this song in x speed and enjoy,pos,0.6554291997866049,2026-02-03
If this song use in dhurandhar the revenge movie it&#39;s going to blow the internet,54,2026-02-03 12:30:58+00:00,if this song use in dhurandhar the revenge movie its going to blow the internet,pos,0.5005190717134783,2026-02-03
Dhunrandar bale like kare,2,2026-02-03 12:28:07+00:00,dhunrandar bale like kare,neg,0.6048318994889614,2026-02-03
DHURANDHAR: THE REVENGE IS TAKING THE INTERNET 🗿,1,2026-02-03 12:27:36+00:00,dhurandhar the revenge is taking the internet,pos,0.5342310597053802,2026-02-03
Dhurandhar 2 will rule 🔥,1,2026-02-03 12:27:07+00:00,dhurandhar will rule,neg,0.5603561145529343,2026-02-03
Who&#39;s coming after Dhurandhar?,0,2026-02-03 12:26:43+00:00,whos coming after dhurandhar,pos,0.5422584570233508,2026-02-03
Dhurandar 😎😎😎,0,2026-02-03 12:22:36+00:00,dhurandar,pos,0.517334952781358,2026-02-03
Dhurandhar 🔥🔥🔥🦁,0,2026-02-03 12:22:01+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
This song is trending after dhurandhar and goes to ten million and trending,0,2026-02-03 12:20:55+00:00,this song is trending after dhurandhar and goes to ten million and trending,pos,0.5919963160480012,2026-02-03
Dhurandhar2 teaser bgm....🔥🔥,0,2026-02-03 12:20:34+00:00,dhurandhar teaser bgm,pos,0.517334952781358,2026-02-03
Yogi bhai&#39;s recommendation😅,0,2026-02-03 12:17:59+00:00,yogi bhais recommendation,pos,0.517334952781358,2026-02-03
Doja Cat and Sonu Nigam in a single album is crazy work 😭🔥,1,2026-02-03 12:16:40+00:00,doja cat and sonu nigam in a single album is crazy work,neg,0.5352326047681772,2026-02-03
From yogipedia 😂,0,2026-02-03 12:15:48+00:00,from yogipedia,pos,0.517334952781358,2026-02-03
Dhuuu rannn dharrrr,0,2026-02-03 12:13:29+00:00,dhuuu rannn dharrrr,pos,0.517334952781358,2026-02-03
Dhurandhar 2 🔍,1,2026-02-03 12:09:53+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
I believe This time part ll gonna be with big singer behind dhurandhar movie💥💥,0,2026-02-03 12:09:52+00:00,i believe this time part ll gonna be with big singer behind dhurandhar movie,neg,0.5836515366595842,2026-02-03
Dhurandhar song🎉🎉,1,2026-02-03 12:08:24+00:00,dhurandhar song,pos,0.6364302166530577,2026-02-03
who is here after DHU - RAN - DHAR 2 Teaser ?,1,2026-02-03 12:06:25+00:00,who is here after dhu ran dhar teaser,neg,0.5212000842283194,2026-02-03
DHU...RAN.....DHAR,1,2026-02-03 12:06:14+00:00,dhurandhar,pos,0.517334952781358,2026-02-03
Yogi Bolta hai 😂😂,0,2026-02-03 12:04:10+00:00,yogi bolta hai,pos,0.517334952781358,2026-02-03
कौन Lallan top channel से आया 🤣🤣,0,2026-02-03 12:04:06+00:00,lallan top channel,pos,0.5394073049083847,2026-02-03
Aa jao dhuarandharo.. Haziri laga do..,0,2026-02-03 12:03:07+00:00,aa jao dhuarandharo haziri laga do,pos,0.517334952781358,2026-02-03
Dhurandhar BGM 🔥🔥🔥,0,2026-02-03 12:02:50+00:00,dhurandhar bgm,pos,0.517334952781358,2026-02-03
"<a href=""https://www.youtube.com/watch?v=w6VZ4qm-e0w&amp;t=124"">2:04</a>",0,2026-02-03 12:00:49+00:00,a href,pos,0.517334952781358,2026-02-03
Who listen after Dhurandhar 2 teaser ❤,0,2026-02-03 11:55:00+00:00,who listen after dhurandhar teaser,pos,0.5679940387052206,2026-02-03
brooo ts song in dhurandhar will be peak when it&#39;s played😩,1,2026-02-03 11:54:46+00:00,brooo ts song in dhurandhar will be peak when its played,pos,0.6461142840698685,2026-02-03
Dhurandhar - the revenge teaser song,1,2026-02-03 11:54:23+00:00,dhurandhar the revenge teaser song,pos,0.5826702043136206,2026-02-03
Dhurandhar the revenge 🔥🔥🔥❤️‍🔥❤️‍🔥,1,2026-02-03 11:53:32+00:00,dhurandhar the revenge,neg,0.5086517193982674,2026-02-03
"<a href=""https://www.youtube.com/watch?v=w6VZ4qm-e0w&amp;t=123"">2:03</a> After Dhurandhar 2 Teaser ❤❤",19,2026-02-03 11:46:40+00:00,a href after dhurandhar teaser,pos,0.517334952781358,2026-02-03
Anyone after dhurandhar 2 teaser😂😂😂😂😂,21,2026-02-03 11:45:19+00:00,anyone after dhurandhar teaser,pos,0.517334952781358,2026-02-03
Isnt the tune the same as Knight Rider movie and game? Like K.I.T.T car from Knight Rider has the same tune and sound,1,2026-02-03 11:45:10+00:00,isnt the tune the same as knight rider movie and game like kitt car from knight rider has the same tune and sound,neg,0.5265454059286253,2026-02-03
This goes soo well with dhurandhar. Doja is going to be household name in india now 🔥,2,2026-02-03 11:43:31+00:00,this goes soo well with dhurandhar doja is going to be household name in india now,neg,0.5334863304712518,2026-02-03
Dhur..... dhurandar🤞🤞,1,2026-02-03 11:41:55+00:00,dhur dhurandar,pos,0.517334952781358,2026-02-03
Here after Dhurandhar 2 teaser! Aditya Dhar has some great music taste.,3,2026-02-03 11:39:47+00:00,here after dhurandhar teaser aditya dhar has some great music taste,pos,0.7016886853407471,2026-02-03
Durndhar 2 ma lay leya issy 😂😂,2,2026-02-03 11:38:05+00:00,durndhar ma lay leya issy,pos,0.517334952781358,2026-02-03
Dhurandharr 2🎉🎉🎉❤,3,2026-02-03 11:37:59+00:00,dhurandharr,pos,0.517334952781358,2026-02-03
What is this I don&#39;t care but I like it🔥🤌🏻😎☠️,1,2026-02-03 11:37:51+00:00,what is this i dont care but i like it,neg,0.6357686744287273,2026-02-03
Unexpected Collab 😅,0,2026-02-03 11:36:49+00:00,unexpected collab,pos,0.5237081126436135,2026-02-03
Dhurendar 🖤,1,2026-02-03 11:36:20+00:00,dhurendar,pos,0.517334952781358,2026-02-03
